0 25223 34873 30053
1 1336 971 2029
2 0 0 0
3 1237 1013 1733
4 0 0 0
5 1320 965 1720
6 0 0 0
7 746 2145 907
8 0 0 0
9 829 908 1192
10 0 0 0
11 928 1282 1250
12 0 0 0
13 1729 1126 945
14 0 0 0
15 566 466 974
16 0 0 0
17 637 502 615
18 0 0 0
19 682 412 719
20 0 0 0
21 573 444 597
22 0 0 0
23 502 390 609
24 0 0 0
25 383 352 606
26 0 0 0
27 420 369 710
28 0 0 0
29 371 362 694
30 0 0 0
31 317 348 660
32 0 0 0
33 385 332 614
34 0 0 0
35 359 360 471
36 0 0 0
37 330 351 421
38 0 0 0
39 334 333 375
40 0 0 0
41 350 294 317
42 0 0 0
43 300 277 313
44 0 0 0
45 304 294 269
46 0 0 0
47 299 294 238
48 0 0 0
49 310 279 238
50 1 0 0
51 311 288 266
52 286 290 248
53 0 1 1
54 302 315 228
55 0 0 0
56 313 281 211
57 0 0 0
58 291 255 209
59 0 0 0
60 307 252 189
61 0 0 0
62 328 261 225
63 0 0 0
64 312 240 218
65 0 0 0
66 291 238 225
67 0 0 0
68 310 261 195
69 0 0 0
70 304 214 214
71 0 0 0
72 302 223 255
73 0 0 0
74 310 215 360
75 0 0 0
76 312 212 1847
77 0 0 0
78 381 229 3836
79 0 0 0
80 816 391 2534
81 0 0 0
82 1400 993 2312
83 0 0 0
84 1548 1326 3480
85 0 0 0
86 2895 1327 3189
87 0 0 0
88 2222 1344 1023
89 0 0 0
90 1172 1101 560
91 0 0 0
92 1385 1034 374
93 0 0 0
94 959 1449 307
95 0 0 0
96 1239 1728 289
97 0 0 0
98 1301 675 229
99 0 0 0
100 1136 412 232
101 0 0 0
102 1043 288 219
103 723 266 174
104 0 0 0
105 617 232 186
106 0 0 0
107 549 211 169
108 0 0 0
109 568 189 141
110 0 0 0
111 353 216 161
112 0 0 0
113 323 174 124
114 0 0 0
115 285 143 111
116 0 0 0
117 217 129 121
118 0 0 0
119 160 134 113
120 0 0 0
121 138 119 117
122 0 0 0
123 131 122 102
124 0 0 0
125 126 101 98
126 0 0 0
127 107 94 106
128 0 0 0
129 93 119 104
130 0 0 0
131 95 111 80
132 0 0 0
133 87 113 97
134 0 0 0
135 81 101 68
136 0 0 0
137 112 73 73
138 0 0 0
139 81 90 79
140 0 0 0
141 78 77 80
142 0 0 0
143 86 82 80
144 0 0 0
145 73 70 100
146 0 0 0
147 77 74 84
148 0 0 0
149 85 68 98
150 0 0 0
151 82 65 77
152 0 0 0
153 59 85 65
154 69 66 68
155 0 0 0
156 78 66 88
157 0 0 0
158 68 56 68
159 0 0 0
160 55 60 68
161 0 0 0
162 52 56 83
163 0 0 0
164 56 54 68
165 0 0 0
166 52 65 64
167 0 0 0
168 60 48 80
169 0 0 0
170 61 57 70
171 0 0 0
172 52 47 68
173 0 0 0
174 55 49 70
175 0 0 0
176 69 47 72
177 0 0 0
178 67 57 96
179 0 0 0
180 58 47 66
181 0 0 0
182 73 57 70
183 0 0 0
184 72 51 83
185 0 0 0
186 66 51 107
187 0 0 0
188 70 50 88
189 0 0 0
190 83 53 74
191 0 0 0
192 95 61 83
193 0 0 0
194 95 58 82
195 0 0 0
196 100 55 77
197 0 0 0
198 121 68 70
199 0 0 0
200 120 60 52
201 0 0 0
202 109 53 73
203 0 0 0
204 104 63 70
205 126 59 91
206 0 0 0
207 110 63 91
208 0 0 0
209 121 65 98
210 0 0 0
211 149 76 99
212 0 0 0
213 151 69 96
214 0 0 0
215 232 76 112
216 0 0 0
217 440 60 102
218 0 0 0
219 485 77 106
220 0 0 0
221 504 77 102
222 0 0 0
223 809 73 105
224 0 0 0
225 967 74 119
226 0 0 0
227 498 77 137
228 0 0 0
229 831 93 126
230 0 0 0
231 3438 195 155
232 0 0 0
233 5616 1085 174
234 0 0 0
235 2002 1427 189
236 0 0 0
237 483 997 204
238 0 0 0
239 116 946 298
240 0 0 0
241 81 646 397
242 0 0 0
243 130 563 1073
244 0 0 0
245 98 900 1654
246 0 0 0
247 48 1999 935
248 0 0 0
249 120 2412 1062
250 0 0 0
251 11 1987 822
252 0 0 0
253 13 1514 807
254 0 0 0
255 80 1644 888
